TestData_WithEMG.csv
Sensor_1_IM_EMG1,Sensor_2_IM_EMG2,Sensor_3_IM_EMG3,Sensor_4_IM_EMG4,Sensor_5_IM_EMG5,Sensor_6_IM_EMG6,Sensor_7_IM_EMG7,Sensor_8_IM_EMG8,Sensor_9_IM_EMG9,Sensor_10_IM_EMG10,Sensor_11_IM_EMG11,Sensor_12_IM_EMG12,Sensor_13_IM_EMG13,Sensor_14_IM_EMG14,Sensor_15_IM_EMG15,Sensor_16_IM_EMG16,
0.00000994,0.00000813,-0.00001156,-0.00000716,0.00000000,0.00000000,-0.00001177,-0.00001019,-0.00002921,-0.00000775,-0.00000508,-0.00000343,0.00000594,-0.00001758,0.00001416,-0.00001723,
0.00001175,0.00000831,-0.00000569,-0.00000458,0.00000000,0.00000000,-0.00000246,-0.00001088,-0.00002833,-0.00000946,-0.00000793,-0.00000251,0.00000566,-0.00001855,0.00003056,-0.00001811,
0.00001224,0.00000655,-0.00000338,-0.00000248,0.00000000,0.00000000,0.00000325,-0.00001128,-0.00002855,-0.00001147,-0.00000938,-0.00000206,0.00000512,-0.00001883,0.00005521,-0.00001830,
0.00001041,0.00000448,-0.00000409,-0.00000215,0.00000000,0.00000000,0.00000733,-0.00001088,-0.00002950,-0.00001278,-0.00001028,-0.00000226,0.00000415,-0.00001887,0.00007266,-0.00001795,
0.00000728,0.00000364,-0.00000579,-0.00000333,0.00000000,0.00000000,0.00001023,-0.00001023,-0.00003049,-0.00001345,-0.00001297,-0.00000261,0.00000244,-0.00001911,0.00006279,-0.00001776,
0.00000499,0.00000365,-0.00000790,-0.00000427,0.00000000,0.00000000,0.00001006,-0.00001058,-0.00003099,-0.00001387,-0.00001770,-0.00000231,0.00000040,-0.00001898,0.00002753,-0.00001803,
0.00000413,0.00000345,-0.00001082,-0.00000484,0.00000000,0.00000000,0.00000683,-0.00001188,-0.00003105,-0.00001394,-0.00002267,-0.00000155,-0.00000179,-0.00001862,-0.00001389,-0.00001912,
0.00000337,0.00000232,-0.00001560,-0.00000676,0.00000000,0.00000000,0.00000064,-0.00001351,-0.00003114,-0.00001326,-0.00002690,-0.00000091,-0.00000479,-0.00001873,-0.00005839,-0.00002136,
0.00000215,0.00000064,-0.00002100,-0.00000974,0.00000000,0.00000000,-0.00001006,-0.00001498,-0.00003167,-0.00001248,-0.00002846,-0.00000056,-0.00000738,-0.00001858,-0.00010270,-0.00002256,
0.00000192,0.00000021,-0.00002405,-0.00001182,0.00000000,0.00000000,-0.00002471,-0.00001557,-0.00003283,-0.00001267,-0.00002572,-0.00000098,-0.00000771,-0.00001732,-0.00012126,-0.00002095,
0.00000368,0.00000159,-0.00002634,-0.00001279,0.00000000,0.00000000,-0.00003996,-0.00001576,-0.00003435,-0.00001364,-0.00002231,-0.00000211,-0.00000732,-0.00001548,-0.00010637,-0.00001909,
0.00000577,0.00000271,-0.00003070,-0.00001326,0.00000000,0.00000000,-0.00004877,-0.00001642,-0.00003527,-0.00001448,-0.00002134,-0.00000267,-0.00000736,-0.00001388,-0.00006506,-0.00001871,
0.00000651,0.00000248,-0.00003519,-0.00001357,0.00000000,0.00000000,-0.00004657,-0.00001680,-0.00003497,-0.00001477,-0.00002202,-0.00000233,-0.00000677,-0.00001297,-0.00000560,-0.00001856,
0.00000646,0.00000232,-0.00003703,-0.00001413,0.00000000,0.00000000,-0.00003956,-0.00001593,-0.00003369,-0.00001438,-0.00002467,-0.00000206,-0.00000582,-0.00001312,0.00003647,-0.00001868,
0.00000677,0.00000322,-0.00003655,-0.00001409,0.00000000,0.00000000,-0.00003663,-0.00001416,-0.00003186,-0.00001334,-0.00002831,-0.00000192,-0.00000499,-0.00001438,0.00003037,-0.00002021,
0.00000769,0.00000441,-0.00003568,-0.00001284,0.00000000,0.00000000,-0.00003818,-0.00001273,-0.00003046,-0.00001229,-0.00003016,-0.00000130,-0.00000425,-0.00001608,-0.00000663,-0.00002287,
0.00000858,0.00000474,-0.00003588,-0.00001221,0.00000000,0.00000000,-0.00003668,-0.00001256,-0.00003076,-0.00001196,-0.00003062,-0.00000046,-0.00000471,-0.00001729,-0.00003182,-0.00002512,
0.00000835,0.00000414,-0.00003702,-0.00001288,0.00000000,0.00000000,-0.00002726,-0.00001328,-0.00003140,-0.00001218,-0.00003163,-0.00000060,-0.00000641,-0.00001787,-0.00002482,-0.00002556,
0.00000647,0.00000379,-0.00003756,-0.00001303,0.00000000,0.00000000,-0.00001433,-0.00001374,-0.00002968,-0.00001200,-0.00003346,-0.00000220,-0.00000782,-0.00001819,-0.00000584,-0.00002398,
0.00000341,0.00000450,-0.00003640,-0.00001182,0.00000000,0.00000000,-0.00000541,-0.00001363,-0.00002611,-0.00001091,-0.00003561,-0.00000394,-0.00000875,-0.00001824,-0.00001083,-0.00002175,
-0.00000016,0.00000546,-0.00003400,-0.00001029,0.00000000,0.00000000,-0.00000348,-0.00001315,-0.00002370,-0.00001000,-0.00003741,-0.00000466,-0.00000947,-0.00001826,-0.00004459,-0.00002079,
-0.00000332,0.00000543,-0.00003175,-0.00000961,0.00000000,0.00000000,-0.00000646,-0.00001250,-0.00002418,-0.00001077,-0.00003799,-0.00000495,-0.00000915,-0.00001892,-0.00007555,-0.00002141,
-0.00000439,0.00000465,-0.00003060,-0.00000975,0.00000000,0.00000000,-0.00001133,-0.00001261,-0.00002668,-0.00001268,-0.00003694,-0.00000564,-0.00000730,-0.00002006,-0.00008528,-0.00002145,
-0.00000322,0.00000432,-0.00003022,-0.00001009,0.00000000,0.00000000,-0.00001634,-0.00001365,-0.00002935,-0.00001376,-0.00003474,-0.00000648,-0.00000479,-0.00002060,-0.00008195,-0.00001930,
-0.00000230,0.00000474,-0.00002932,-0.00001040,0.00000000,0.00000000,-0.00002104,-0.00001412,-0.00003163,-0.00001340,-0.00003227,-0.00000668,-0.00000257,-0.00001984,-0.00007006,-0.00001637,
-0.00000297,0.00000541,-0.00002706,-0.00001008,0.00000000,0.00000000,-0.00002526,-0.00001356,-0.00003370,-0.00001251,-0.00003045,-0.00000619,-0.00000028,-0.00001870,-0.00003951,-0.00001475,
-0.00000388,0.00000590,-0.00002410,-0.00000859,0.00000000,0.00000000,-0.00002802,-0.00001309,-0.00003518,-0.00001218,-0.00002960,-0.00000528,0.00000216,-0.00001867,0.00001356,-0.00001567,
-0.00000371,0.00000623,-0.00002198,-0.00000668,0.00000000,0.00000000,-0.00002881,-0.00001303,-0.00003567,-0.00001259,-0.00002879,-0.00000339,0.00000296,-0.00001955,0.00006593,-0.00001972,
-0.00000311,0.00000657,-0.00002174,-0.00000505,0.00000000,0.00000000,-0.00002783,-0.00001285,-0.00003524,-0.00001298,-0.00002739,-0.00000078,0.00000203,-0.00001987,0.00008208,-0.00002520,
-0.00000390,0.00000673,-0.00002462,-0.00000384,0.00000000,0.00000000,-0.00002548,-0.00001223,-0.00003427,-0.00001270,-0.00002605,0.00000090,0.00000190,-0.00001907,0.00005498,-0.00002841,
-0.00000638,0.00000606,-0.00003241,-0.00000385,0.00000000,0.00000000,-0.00002313,-0.00001112,-0.00003320,-0.00001203,-0.00002518,0.00000122,0.00000329,-0.00001817,0.00002369,-0.00002752,
-0.00000848,0.00000473,-0.00004237,-0.00000497,0.00000000,0.00000000,-0.00002177,-0.00001046,-0.00003281,-0.00001161,-0.00002413,0.00000132,0.00000504,-0.00001790,0.00001754,-0.00002438,
-0.00000824,0.00000392,-0.00004760,-0.00000546,0.00000000,0.00000000,-0.00002071,-0.00001135,-0.00003361,-0.00001163,-0.00002243,0.00000197,0.00000655,-0.00001763,0.00001661,-0.00002221,
-0.00000544,0.00000400,-0.00004544,-0.00000551,0.00000000,0.00000000,-0.00001882,-0.00001332,-0.00003429,-0.00001203,-0.00002184,0.00000269,0.00000702,-0.00001706,0.00000174,-0.00002254,
-0.00000015,0.00000426,-0.00003784,-0.00000662,0.00000000,0.00000000,-0.00001519,-0.00001540,-0.00003340,-0.00001291,-0.00002506,0.00000271,0.00000507,-0.00001672,-0.00002507,-0.00002495,
0.00000530,0.00000401,-0.00003076,-0.00000759,0.00000000,0.00000000,-0.00001123,-0.00001661,-0.00003231,-0.00001385,-0.00003050,0.00000190,0.00000071,-0.00001699,-0.00005167,-0.00002696,
0.00000762,0.00000350,-0.00002967,-0.00000746,0.00000000,0.00000000,-0.00000970,-0.00001594,-0.00003183,-0.00001438,-0.00003337,0.00000030,-0.00000305,-0.00001753,-0.00006047,-0.00002608,
0.00000885,0.00000374,-0.00002994,-0.00000814,0.00000000,0.00000000,-0.00000965,-0.00001443,-0.00002959,-0.00001502,-0.00003219,-0.00000187,-0.00000366,-0.00001738,-0.00005478,-0.00002095,
0.00001156,0.00000466,-0.00002581,-0.00000962,0.00000000,0.00000000,-0.00000888,-0.00001346,-0.00002468,-0.00001604,-0.00002888,-0.00000387,-0.00000240,-0.00001655,-0.00004380,-0.00000780,
0.00001415,0.00000539,-0.00001932,-0.00000992,0.00000000,0.00000000,-0.00000799,-0.00001291,-0.00002033,-0.00001619,-0.00002546,-0.00000526,-0.00000096,-0.00001615,-0.00002079,0.00001271,
0.00001568,0.00000582,-0.00001282,-0.00000863,0.00000000,0.00000000,-0.00000785,-0.00001301,-0.00001983,-0.00001467,-0.00002382,-0.00000604,0.00000032,-0.00001653,0.00001337,0.00002755,
0.00001637,0.00000633,-0.00000747,-0.00000605,0.00000000,0.00000000,-0.00000856,-0.00001407,-0.00002230,-0.00001300,-0.00002469,-0.00000576,-0.00000060,-0.00001677,0.00004516,0.00002265,
0.00001630,0.00000684,-0.00000480,-0.00000285,0.00000000,0.00000000,-0.00000968,-0.00001527,-0.00002463,-0.00001255,-0.00002716,-0.00000434,-0.00000511,-0.00001639,0.00006343,-0.00000134,
0.00001637,0.00000684,-0.00000373,-0.00000085,0.00000000,0.00000000,-0.00001001,-0.00001571,-0.00002583,-0.00001209,-0.00003011,-0.00000306,-0.00001035,-0.00001621,0.00006348,-0.00003008,
0.00001607,0.00000593,-0.00000191,-0.00000097,0.00000000,0.00000000,-0.00000951,-0.00001569,-0.00002603,-0.00001093,-0.00003229,-0.00000347,-0.00001292,-0.00001683,0.00004849,-0.00005121,
0.00001297,0.00000479,0.00000055,-0.00000227,0.00000000,0.00000000,-0.00000991,-0.00001600,-0.00002545,-0.00001038,-0.00003262,-0.00000551,-0.00001173,-0.00001782,0.00003052,-0.00006207,
0.00000624,0.00000504,0.00000138,-0.00000339,0.00000000,0.00000000,-0.00001251,-0.00001661,-0.00002550,-0.00001083,-0.00003172,-0.00000702,-0.00000721,-0.00001896,0.00002244,-0.00006516,
-0.00000153,0.00000637,-0.00000054,-0.00000385,0.00000000,0.00000000,-0.00001805,-0.00001659,-0.00002696,-0.00001107,-0.00003078,-0.00000655,-0.00000195,-0.00002035,0.00002520,-0.00006390,
-0.00000671,0.00000661,-0.00000385,-0.00000424,0.00000000,0.00000000,-0.00002574,-0.00001516,-0.00002839,-0.00001025,-0.00002999,-0.00000499,0.00000033,-0.00002142,0.00002735,-0.00005718,
-0.00000832,0.00000561,-0.00000676,-0.00000514,0.00000000,0.00000000,-0.00003098,-0.00001305,-0.00002791,-0.00000949,-0.00002935,-0.00000360,-0.00000144,-0.00002066,0.00001843,-0.00003899,
-0.00000786,0.00000475,-0.00000840,-0.00000614,0.00000000,0.00000000,-0.00003012,-0.00001148,-0.00002510,-0.00000972,-0.00002871,-0.00000276,-0.00000479,-0.00001806,-0.00000157,-0.00001234,
-0.00000628,0.00000402,-0.00000912,-0.00000643,0.00000000,0.00000000,-0.00002556,-0.00001058,-0.00002134,-0.00000992,-0.00002731,-0.00000252,-0.00000642,-0.00001601,-0.00002722,0.00000755,
-0.00000343,0.00000333,-0.00001012,-0.00000616,0.00000000,0.00000000,-0.00002185,-0.00000995,-0.00001943,-0.00000977,-0.00002518,-0.00000286,-0.00000574,-0.00001546,-0.00005750,0.00001120,
0.00000048,0.00000333,-0.00001203,-0.00000618,0.00000000,0.00000000,-0.00002087,-0.00000985,-0.00002071,-0.00001011,-0.00002346,-0.00000344,-0.00000451,-0.00001545,-0.00008381,0.00000076,
0.00000444,0.00000405,-0.00001440,-0.00000652,0.00000000,0.00000000,-0.00002123,-0.00001080,-0.00002295,-0.00001057,-0.00002295,-0.00000338,-0.00000367,-0.00001574,-0.00008203,-0.00001797,
0.00000754,0.00000452,-0.00001678,-0.00000704,0.00000000,0.00000000,-0.00002018,-0.00001222,-0.00002403,-0.00001058,-0.00002336,-0.00000264,-0.00000327,-0.00001585,-0.00005252,-0.00003435,
0.00000938,0.00000400,-0.00001878,-0.00000799,0.00000000,0.00000000,-0.00001669,-0.00001280,-0.00002460,-0.00001057,-0.00002401,-0.00000231,-0.00000320,-0.00001514,-0.00002921,-0.00003827,
0.00000994,0.00000356,-0.00001953,-0.00000911,0.00000000,0.00000000,-0.00001211,-0.00001260,-0.00002544,-0.00001075,-0.00002442,-0.00000287,-0.00000268,-0.00001525,-0.00002905,-0.00003343,
0.00000956,0.00000448,-0.00001924,-0.00000991,0.00000000,0.00000000,-0.00000690,-0.00001222,-0.00002648,-0.00001091,-0.00002417,-0.00000395,-0.00000138,-0.00001686,-0.00003899,-0.00003169,
0.00000875,0.00000625,-0.00001945,-0.00001038,0.00000000,0.00000000,-0.00000043,-0.00001149,-0.00002769,-0.00001093,-0.00002302,-0.00000511,-0.00000020,-0.00001764,-0.00004301,-0.00003732,
0.00000821,0.00000694,-0.00002019,-0.00001019,0.00000000,0.00000000,0.00000528,-0.00001070,-0.00002881,-0.00001058,-0.00002163,-0.00000591,0.00000051,-0.00001708,-0.00003795,-0.00004257,
0.00000847,0.00000548,-0.00002062,-0.00000858,0.00000000,0.00000000,0.00000683,-0.00001072,-0.00002988,-0.00000982,-0.00002043,-0.00000596,0.00000158,-0.00001712,-0.00003018,-0.00003907,
0.00000895,0.00000396,-0.00002123,-0.00000632,0.00000000,0.00000000,0.00000245,-0.00001173,-0.00003093,-0.00000995,-0.00001906,-0.00000527,0.00000299,-0.00001850,-0.00002612,-0.00003163,
0.00000852,0.00000431,-0.00002247,-0.00000505,0.00000000,0.00000000,-0.00000493,-0.00001256,-0.00003178,-0.00001156,-0.00001704,-0.00000469,0.00000379,-0.00002041,-0.00002231,-0.00002952,
0.00000688,0.00000501,-0.00002383,-0.00000452,0.00000000,0.00000000,-0.00000816,-0.00001202,-0.00003259,-0.00001303,-0.00001436,-0.00000503,0.00000363,-0.00002157,-0.00000250,-0.00003220,
0.00000452,0.00000499,-0.00002490,-0.00000363,0.00000000,0.00000000,-0.00000668,-0.00001109,-0.00003292,-0.00001379,-0.00001287,-0.00000518,0.00000240,-0.00002145,0.00003780,-0.00003343,
0.00000270,0.00000490,-0.00002494,-0.00000248,0.00000000,0.00000000,-0.00000637,-0.00001117,-0.00003239,-0.00001438,-0.00001348,-0.00000397,0.00000082,-0.00002101,0.00007383,-0.00002740,
0.00000280,0.00000454,-0.00002343,-0.00000177,0.00000000,0.00000000,-0.00000930,-0.00001153,-0.00003195,-0.00001425,-0.00001373,-0.00000218,0.00000088,-0.00002127,0.00007434,-0.00001105,
0.00000428,0.00000389,-0.00002160,-0.00000193,0.00000000,0.00000000,-0.00001424,-0.00001112,-0.00003195,-0.00001341,-0.00001247,-0.00000045,0.00000308,-0.00002175,0.00003331,0.00001070,
0.00000530,0.00000362,-0.00002134,-0.00000270,0.00000000,0.00000000,-0.00001954,-0.00001031,-0.00003188,-0.00001299,-0.00001089,0.00000091,0.00000529,-0.00002127,-0.00002419,0.00002980,
0.00000511,0.00000367,-0.00002305,-0.00000296,0.00000000,0.00000000,-0.00002296,-0.00000992,-0.00003167,-0.00001343,-0.00000943,0.00000092,0.00000530,-0.00001981,-0.00006155,0.00004521,
0.00000417,0.00000393,-0.00002590,-0.00000253,0.00000000,0.00000000,-0.00002323,-0.00000992,-0.00003016,-0.00001458,-0.00000824,0.00000018,0.00000300,-0.00001869,-0.00005443,0.00005756,
0.00000331,0.00000457,-0.00002844,-0.00000268,0.00000000,0.00000000,-0.00002137,-0.00000963,-0.00002665,-0.00001610,-0.00000807,0.00000028,0.00000017,-0.00001901,-0.00001429,0.00006317,
0.00000332,0.00000515,-0.00002895,-0.00000427,0.00000000,0.00000000,-0.00001949,-0.00000918,-0.00002393,-0.00001727,-0.00000908,0.00000070,-0.00000148,-0.00002022,0.00001236,0.00005957,
0.00000404,0.00000512,-0.00002717,-0.00000655,0.00000000,0.00000000,-0.00001848,-0.00000928,-0.00002452,-0.00001750,-0.00001058,0.00000021,-0.00000114,-0.00002165,-0.00000187,0.00004959,
0.00000435,0.00000470,-0.00002480,-0.00000783,0.00000000,0.00000000,-0.00001734,-0.00001009,-0.00002676,-0.00001677,-0.00001163,-0.00000094,0.00000119,-0.00002343,-0.00003350,0.00003699,
0.00000368,0.00000467,-0.00002367,-0.00000720,0.00000000,0.00000000,-0.00001517,-0.00001104,-0.00002757,-0.00001546,-0.00001189,-0.00000223,0.00000443,-0.00002458,-0.00004801,0.00002148,
0.00000249,0.00000528,-0.00002417,-0.00000574,0.00000000,0.00000000,-0.00001264,-0.00001135,-0.00002614,-0.00001429,-0.00001157,-0.00000357,0.00000682,-0.00002396,-0.00003844,0.00000254,
0.00000170,0.00000596,-0.00002514,-0.00000549,0.00000000,0.00000000,-0.00001104,-0.00001082,-0.00002437,-0.00001392,-0.00001116,-0.00000505,0.00000705,-0.00002229,-0.00002318,-0.00001795,
0.00000215,0.00000650,-0.00002524,-0.00000660,0.00000000,0.00000000,-0.00001073,-0.00001027,-0.00002370,-0.00001402,-0.00001166,-0.00000688,0.00000539,-0.00002086,-0.00002018,-0.00003844,
0.00000405,0.00000709,-0.00002409,-0.00000753,0.00000000,0.00000000,-0.00001091,-0.00001043,-0.00002375,-0.00001361,-0.00001321,-0.00000870,0.00000326,-0.00002012,-0.00002918,-0.00005684,
0.00000676,0.00000732,-0.00002185,-0.00000771,0.00000000,0.00000000,-0.00001063,-0.00001077,-0.00002414,-0.00001254,-0.00001397,-0.00000954,0.00000180,-0.00001998,-0.00003922,-0.00006995,
0.00000898,0.00000692,-0.00001926,-0.00000756,0.00000000,0.00000000,-0.00000979,-0.00001107,-0.00002472,-0.00001174,-0.00001283,-0.00000916,0.00000136,-0.00002046,-0.00004276,-0.00007516,
0.00000930,0.00000632,-0.00001740,-0.00000749,0.00000000,0.00000000,-0.00000863,-0.00001189,-0.00002503,-0.00001196,-0.00001081,-0.00000865,0.00000200,-0.00002151,-0.00003960,-0.00007164,
0.00000722,0.00000585,-0.00001676,-0.00000806,0.00000000,0.00000000,-0.00000700,-0.00001282,-0.00002482,-0.00001253,-0.00000872,-0.00000908,0.00000385,-0.00002239,-0.00003173,-0.00006211,
0.00000409,0.00000568,-0.00001672,-0.00000917,0.00000000,0.00000000,-0.00000543,-0.00001302,-0.00002450,-0.00001243,-0.00000713,-0.00001008,0.00000617,-0.00002276,-0.00002208,-0.00005197,
0.00000219,0.00000594,-0.00001636,-0.00000985,0.00000000,0.00000000,-0.00000528,-0.00001275,-0.00002468,-0.00001187,-0.00000686,-0.00001029,0.00000752,-0.00002348,-0.00001508,-0.00004476,
0.00000206,0.00000633,-0.00001579,-0.00000999,0.00000000,0.00000000,-0.00000602,-0.00001243,-0.00002604,-0.00001092,-0.00000796,-0.00000949,0.00000705,-0.00002421,-0.00001538,-0.00004417,
0.00000257,0.00000640,-0.00001573,-0.00001017,0.00000000,0.00000000,-0.00000635,-0.00001185,-0.00002928,-0.00000904,-0.00000993,-0.00000811,0.00000436,-0.00002307,-0.00002588,-0.00005314,
0.00000224,0.00000582,-0.00001614,-0.00000994,0.00000000,0.00000000,-0.00000771,-0.00001075,-0.00003243,-0.00000763,-0.00001113,-0.00000602,0.00000072,-0.00001930,-0.00003827,-0.00006035,
0.00000054,0.00000434,-0.00001637,-0.00000875,0.00000000,0.00000000,-0.00001176,-0.00000931,-0.00003257,-0.00000836,-0.00000986,-0.00000389,-0.00000057,-0.00001476,-0.00003984,-0.00004925,
-0.00000147,0.00000245,-0.00001618,-0.00000763,0.00000000,0.00000000,-0.00001701,-0.00000806,-0.00003115,-0.00000965,-0.00000751,-0.00000226,0.00000126,-0.00001190,-0.00003259,-0.00002200,
-0.00000316,0.00000164,-0.00001643,-0.00000829,0.00000000,0.00000000,-0.00002006,-0.00000786,-0.00003070,-0.00000976,-0.00000629,-0.00000017,0.00000303,-0.00001089,-0.00002520,0.00000763,
-0.00000471,0.00000233,-0.00001755,-0.00001113,0.00000000,0.00000000,-0.00001895,-0.00000875,-0.00003072,-0.00000897,-0.00000620,0.00000287,0.00000093,-0.00001017,-0.00002233,0.00002781,
-0.00000575,0.00000340,-0.00001855,-0.00001473,0.00000000,0.00000000,-0.00001508,-0.00000943,-0.00003027,-0.00000755,-0.00000671,0.00000638,-0.00000620,-0.00000882,-0.00002944,0.00003005,
-0.00000588,0.00000444,-0.00001908,-0.00001672,0.00000000,0.00000000,-0.00001182,-0.00000928,-0.00002927,-0.00000618,-0.00000746,0.00000983,-0.00001359,-0.00000734,-0.00004651,0.00001834,
-0.00000543,0.00000565,-0.00001967,-0.00001573,0.00000000,0.00000000,-0.00001108,-0.00000883,-0.00002832,-0.00000624,-0.00000737,0.00001218,-0.00001580,-0.00000681,-0.00006129,0.00000275,
-0.00000471,0.00000662,-0.00002033,-0.00001269,0.00000000,0.00000000,-0.00001150,-0.00000847,-0.00002886,-0.00000789,-0.00000578,0.00001230,-0.00001485,-0.00000773,-0.00005856,-0.00001427,
-0.00000357,0.00000724,-0.00002131,-0.00000970,0.00000000,0.00000000,-0.00001139,-0.00000844,-0.00003065,-0.00000980,-0.00000419,0.00001098,-0.00001526,-0.00000960,-0.00003443,-0.00002217,
-0.00000205,0.00000786,-0.00002260,-0.00000843,0.00000000,0.00000000,-0.00001080,-0.00000884,-0.00003185,-0.00001047,-0.00000427,0.00000998,-0.00001818,-0.00001199,0.00000064,-0.00000323,
-0.00000083,0.00000841,-0.00002277,-0.00000925,0.00000000,0.00000000,-0.00000994,-0.00000932,-0.00003229,-0.00000951,-0.00000460,0.00000898,-0.00002308,-0.00001548,0.00003178,0.00003718,
-0.00000006,0.00000859,-0.00002161,-0.00001083,0.00000000,0.00000000,-0.00000888,-0.00000949,-0.00003239,-0.00000784,-0.00000353,0.00000745,-0.00002794,-0.00001998,0.00004911,0.00007287,
0.00000121,0.00000820,-0.00002115,-0.00001133,0.00000000,0.00000000,-0.00000805,-0.00000955,-0.00003155,-0.00000653,-0.00000214,0.00000625,-0.00002897,-0.00002392,0.00005528,0.00008098,
0.00000370,0.00000710,-0.00002225,-0.00001051,0.00000000,0.00000000,-0.00000765,-0.00001024,-0.00003022,-0.00000563,-0.00000203,0.00000533,-0.00002328,-0.00002666,0.00006530,0.00005454,
0.00000618,0.00000571,-0.00002373,-0.00000929,0.00000000,0.00000000,-0.00000793,-0.00001134,-0.00002934,-0.00000483,-0.00000351,0.00000339,-0.00001155,-0.00002877,0.00007862,0.00000794,
0.00000629,0.00000477,-0.00002422,-0.00000820,0.00000000,0.00000000,-0.00000934,-0.00001122,-0.00002867,-0.00000447,-0.00000599,-0.00000034,0.00000370,-0.00003055,0.00006874,-0.00003388,
0.00000423,0.00000446,-0.00002305,-0.00000747,0.00000000,0.00000000,-0.00001114,-0.00000936,-0.00002866,-0.00000482,-0.00000835,-0.00000475,0.00002093,-0.00003226,0.00002947,-0.00005725,
0.00000241,0.00000433,-0.00002111,-0.00000728,0.00000000,0.00000000,-0.00001216,-0.00000732,-0.00003014,-0.00000554,-0.00000975,-0.00000764,0.00003633,-0.00003390,-0.00001137,-0.00006431,
0.00000137,0.00000409,-0.00002049,-0.00000750,0.00000000,0.00000000,-0.00001274,-0.00000665,-0.00003207,-0.00000608,-0.00001027,-0.00000798,0.00004237,-0.00003467,-0.00003356,-0.00006288,
0.00000025,0.00000349,-0.00002133,-0.00000747,0.00000000,0.00000000,-0.00001297,-0.00000720,-0.00003282,-0.00000573,-0.00001058,-0.00000670,0.00003730,-0.00003424,-0.00003598,-0.00005803,
-0.00000072,0.00000254,-0.00002158,-0.00000664,0.00000000,0.00000000,-0.00001197,-0.00000790,-0.00003192,-0.00000467,-0.00001118,-0.00000532,0.00002734,-0.00003334,-0.00002667,-0.00005052,
-0.00000072,0.00000187,-0.00002055,-0.00000555,0.00000000,0.00000000,-0.00001055,-0.00000851,-0.00002948,-0.00000499,-0.00001230,-0.00000472,0.00001764,-0.00003268,-0.00002062,-0.00004279,
-0.00000024,0.00000185,-0.00001884,-0.00000534,0.00000000,0.00000000,-0.00000987,-0.00000892,-0.00002688,-0.00000756,-0.00001332,-0.00000482,0.00001055,-0.00003212,-0.00002517,-0.00003912,
-0.00000073,0.00000200,-0.00001679,-0.00000635,0.00000000,0.00000000,-0.00000927,-0.00000849,-0.00002612,-0.00001019,-0.00001319,-0.00000494,0.00000727,-0.00003123,-0.00003161,-0.00003942,
-0.00000168,0.00000246,-0.00001514,-0.00000745,0.00000000,0.00000000,-0.00000792,-0.00000840,-0.00002674,-0.00001181,-0.00001291,-0.00000543,0.00000692,-0.00002959,-0.00002788,-0.00004173,
-0.00000135,0.00000391,-0.00001446,-0.00000790,0.00000000,0.00000000,-0.00000574,-0.00001042,-0.00002694,-0.00001338,-0.00001413,-0.00000723,0.00000770,-0.00002658,-0.00000926,-0.00004667,
0.00000034,0.00000528,-0.00001462,-0.00000880,0.00000000,0.00000000,-0.00000412,-0.00001230,-0.00002655,-0.00001376,-0.00001504,-0.00000874,0.00000720,-0.00002300,0.00001114,-0.00005205,
0.00000265,0.00000531,-0.00001587,-0.00001057,0.00000000,0.00000000,-0.00000423,-0.00001162,-0.00002634,-0.00001219,-0.00001451,-0.00000788,0.00000468,-0.00002085,0.00001422,-0.00005268,
0.00000506,0.00000491,-0.00001804,-0.00001209,0.00000000,0.00000000,-0.00000455,-0.00001060,-0.00002636,-0.00001145,-0.00001537,-0.00000621,0.00000283,-0.00001951,0.00000280,-0.00004864,
0.00000669,0.00000458,-0.00002009,-0.00001324,0.00000000,0.00000000,-0.00000470,-0.00001106,-0.00002594,-0.00001244,-0.00001815,-0.00000561,0.00000355,-0.00001750,-0.00001438,-0.00004387,
0.00000704,0.00000382,-0.00002122,-0.00001412,0.00000000,0.00000000,-0.00000596,-0.00001180,-0.00002506,-0.00001275,-0.00001958,-0.00000555,0.00000644,-0.00001512,-0.00003790,-0.00004243,
0.00000659,0.00000323,-0.00002109,-0.00001413,0.00000000,0.00000000,-0.00000784,-0.00001192,-0.00002491,-0.00001154,-0.00001781,-0.00000529,0.00001070,-0.00001271,-0.00006269,-0.00004816,
0.00000596,0.00000295,-0.00001990,-0.00001374,0.00000000,0.00000000,-0.00000996,-0.00001119,-0.00002581,-0.00001040,-0.00001418,-0.00000470,0.00001365,-0.00001090,-0.00008130,-0.00005808,
0.00000552,0.00000260,-0.00001840,-0.00001389,0.00000000,0.00000000,-0.00001182,-0.00000994,-0.00002690,-0.00001090,-0.00001141,-0.00000401,0.00001238,-0.00001050,-0.00009140,-0.00006255,
0.00000527,0.00000288,-0.00001746,-0.00001429,0.00000000,0.00000000,-0.00001083,-0.00000965,-0.00002791,-0.00001296,-0.00001097,-0.00000398,0.00000762,-0.00001090,-0.00009280,-0.00005499,
0.00000474,0.00000401,-0.00001810,-0.00001462,0.00000000,0.00000000,-0.00000689,-0.00001083,-0.00002894,-0.00001507,-0.00001169,-0.00000488,0.00000248,-0.00001140,-0.00009220,-0.00003652,
0.00000381,0.00000453,-0.00002064,-0.00001504,0.00000000,0.00000000,-0.00000359,-0.00001232,-0.00002995,-0.00001566,-0.00001147,-0.00000558,-0.00000046,-0.00001194,-0.00009847,-0.00001677,
