TestData_WithEMG_EMG.csv
time,Sensor_1_IM_EMG1,Sensor_2_IM_EMG2,Sensor_3_IM_EMG3,Sensor_4_IM_EMG4,Sensor_5_IM_EMG5,Sensor_6_IM_EMG6,Sensor_7_IM_EMG7,Sensor_8_IM_EMG8,Sensor_9_IM_EMG9,Sensor_10_IM_EMG10,Sensor_11_IM_EMG11,Sensor_12_IM_EMG12,Sensor_13_IM_EMG13,Sensor_14_IM_EMG14,Sensor_15_IM_EMG15,Sensor_16_IM_EMG16,
0.44500000,0.00000645,0.00000216,-0.00001941,-0.00001883,0.00000000,0.00000000,-0.00001353,-0.00001545,-0.00002544,-0.00001249,-0.00001314,-0.00000343,-0.00000945,-0.00001705,-0.00012509,-0.00010914,
0.44550000,0.00000684,0.00000347,-0.00001922,-0.00001680,0.00000000,0.00000000,-0.00001213,-0.00001641,-0.00002519,-0.00001378,-0.00001486,-0.00000156,-0.00001627,-0.00001491,-0.00009555,-0.00011301,
0.44600000,0.00000576,0.00000423,-0.00001791,-0.00001527,0.00000000,0.00000000,-0.00001156,-0.00001625,-0.00002605,-0.00001398,-0.00001660,0.00000028,-0.00002047,-0.00001290,-0.00005909,-0.00010241,
0.44650000,0.00000361,0.00000526,-0.00001620,-0.00001471,0.00000000,0.00000000,-0.00001238,-0.00001511,-0.00002885,-0.00001186,-0.00001794,0.00000168,-0.00002218,-0.00001182,-0.00002146,-0.00006203,
0.44700000,0.00000002,0.00000625,-0.00001523,-0.00001379,0.00000000,0.00000000,-0.00001481,-0.00001447,-0.00003142,-0.00000922,-0.00001864,0.00000308,-0.00002014,-0.00001213,0.00000928,-0.00001485,
0.44750000,-0.00000371,0.00000650,-0.00001563,-0.00001115,0.00000000,0.00000000,-0.00001704,-0.00001531,-0.00003147,-0.00000868,-0.00001869,0.00000389,-0.00001437,-0.00001347,0.00002005,-0.00000258,
0.44800000,-0.00000576,0.00000671,-0.00001597,-0.00000747,0.00000000,0.00000000,-0.00001665,-0.00001615,-0.00003076,-0.00000973,-0.00001912,0.00000364,-0.00000910,-0.00001419,0.00002840,-0.00001550,
0.44850000,-0.00000570,0.00000724,-0.00001590,-0.00000503,0.00000000,0.00000000,-0.00001413,-0.00001571,-0.00003001,-0.00001102,-0.00002021,0.00000320,-0.00000575,-0.00001420,0.00004605,-0.00002199,
0.44900000,-0.00000375,0.00000754,-0.00001666,-0.00000521,0.00000000,0.00000000,-0.00001161,-0.00001472,-0.00002805,-0.00001226,-0.00002048,0.00000285,-0.00000317,-0.00001510,0.00005454,-0.00001278,
0.44950000,-0.00000072,0.00000767,-0.00001797,-0.00000693,0.00000000,0.00000000,-0.00001004,-0.00001389,-0.00002636,-0.00001269,-0.00001922,0.00000204,-0.00000243,-0.00001689,0.00004652,0.00001628,
0.45000000,0.00000234,0.00000763,-0.00001899,-0.00000835,0.00000000,0.00000000,-0.00000944,-0.00001333,-0.00002655,-0.00001220,-0.00001742,0.00000103,-0.00000230,-0.00001828,0.00002404,0.00005381,
0.45050000,0.00000479,0.00000719,-0.00001982,-0.00000863,0.00000000,0.00000000,-0.00000882,-0.00001320,-0.00002752,-0.00001208,-0.00001632,0.00000005,-0.00000024,-0.00001908,-0.00000733,0.00006922,
0.45100000,0.00000636,0.00000655,-0.00002076,-0.00000803,0.00000000,0.00000000,-0.00000685,-0.00001357,-0.00002761,-0.00001328,-0.00001610,-0.00000147,0.00000174,-0.00002053,-0.00002621,0.00005126,
0.45150000,0.00000726,0.00000560,-0.00002184,-0.00000748,0.00000000,0.00000000,-0.00000476,-0.00001404,-0.00002695,-0.00001534,-0.00001573,-0.00000334,0.00000144,-0.00002330,-0.00002144,0.00002590,
0.45200000,0.00000772,0.00000436,-0.00002257,-0.00000760,0.00000000,0.00000000,-0.00000522,-0.00001382,-0.00002687,-0.00001701,-0.00001458,-0.00000464,0.00000019,-0.00002629,-0.00000559,0.00002459,
0.45250000,0.00000764,0.00000412,-0.00002202,-0.00000825,0.00000000,0.00000000,-0.00000781,-0.00001257,-0.00002790,-0.00001748,-0.00001358,-0.00000547,-0.00000044,-0.00002787,0.00000767,0.00004449,
0.45300000,0.00000770,0.00000517,-0.00002062,-0.00000901,0.00000000,0.00000000,-0.00001025,-0.00001141,-0.00002937,-0.00001702,-0.00001322,-0.00000611,0.00000007,-0.00002722,0.00001101,0.00005876,
0.45350000,0.00000866,0.00000606,-0.00002028,-0.00000964,0.00000000,0.00000000,-0.00001168,-0.00001214,-0.00003048,-0.00001643,-0.00001222,-0.00000600,0.00000188,-0.00002497,0.00000190,0.00004946,
0.45400000,0.00000904,0.00000649,-0.00002156,-0.00001012,0.00000000,0.00000000,-0.00001242,-0.00001452,-0.00003105,-0.00001610,-0.00000978,-0.00000519,0.00000461,-0.00002291,-0.00001225,0.00001921,
0.45450000,0.00000672,0.00000709,-0.00002296,-0.00001005,0.00000000,0.00000000,-0.00001254,-0.00001638,-0.00003161,-0.00001600,-0.00000727,-0.00000448,0.00000633,-0.00002223,-0.00002048,-0.00001567,
0.45500000,0.00000191,0.00000770,-0.00002294,-0.00000877,0.00000000,0.00000000,-0.00001159,-0.00001612,-0.00003268,-0.00001616,-0.00000685,-0.00000411,0.00000441,-0.00002209,-0.00001975,-0.00004097,
0.45550000,-0.00000331,0.00000868,-0.00002176,-0.00000704,0.00000000,0.00000000,-0.00000983,-0.00001421,-0.00003383,-0.00001644,-0.00000828,-0.00000357,-0.00000066,-0.00002095,-0.00001561,-0.00005206,
0.45600000,-0.00000667,0.00001046,-0.00002223,-0.00000623,0.00000000,0.00000000,-0.00000841,-0.00001239,-0.00003399,-0.00001649,-0.00000939,-0.00000246,-0.00000494,-0.00001895,-0.00001361,-0.00004796,
0.45650000,-0.00000736,0.00001186,-0.00002791,-0.00000594,0.00000000,0.00000000,-0.00000779,-0.00001160,-0.00003267,-0.00001592,-0.00000941,-0.00000111,-0.00000568,-0.00001787,-0.00001226,-0.00002747,
0.45700000,-0.00000653,0.00001138,-0.00003825,-0.00000513,0.00000000,0.00000000,-0.00000776,-0.00001103,-0.00003056,-0.00001436,-0.00000842,-0.00000011,-0.00000434,-0.00001831,-0.00000854,0.00000282,
0.45750000,-0.00000550,0.00000907,-0.00004681,-0.00000416,0.00000000,0.00000000,-0.00000808,-0.00000984,-0.00002876,-0.00001254,-0.00000655,0.00000019,-0.00000410,-0.00001904,-0.00000316,0.00002602,
0.45800000,-0.00000408,0.00000650,-0.00004650,-0.00000416,0.00000000,0.00000000,-0.00000852,-0.00000898,-0.00002789,-0.00001261,-0.00000536,-0.00000028,-0.00000518,-0.00001932,0.00000294,0.00002800,
0.45850000,-0.00000141,0.00000520,-0.00003655,-0.00000549,0.00000000,0.00000000,-0.00000934,-0.00000937,-0.00002782,-0.00001484,-0.00000627,-0.00000098,-0.00000552,-0.00001874,0.00000717,0.00000822,
0.45900000,0.00000224,0.00000517,-0.00002362,-0.00000731,0.00000000,0.00000000,-0.00001102,-0.00001005,-0.00002814,-0.00001649,-0.00000840,-0.00000116,-0.00000447,-0.00001678,0.00000570,-0.00001996,
0.45950000,0.00000484,0.00000527,-0.00001397,-0.00000909,0.00000000,0.00000000,-0.00001287,-0.00001077,-0.00002867,-0.00001627,-0.00001010,-0.00000054,-0.00000276,-0.00001404,0.00000050,-0.00003984,
0.46000000,0.00000510,0.00000445,-0.00000747,-0.00001136,0.00000000,0.00000000,-0.00001396,-0.00001260,-0.00002974,-0.00001497,-0.00001104,0.00000092,-0.00000106,-0.00001109,-0.00000363,-0.00004869,
0.46050000,0.00000471,0.00000289,-0.00000409,-0.00001326,0.00000000,0.00000000,-0.00001415,-0.00001466,-0.00003139,-0.00001327,-0.00001135,0.00000257,-0.00000033,-0.00000913,-0.00000425,-0.00005470,
0.46100000,0.00000509,0.00000210,-0.00000456,-0.00001337,0.00000000,0.00000000,-0.00001354,-0.00001490,-0.00003273,-0.00001221,-0.00001086,0.00000352,-0.00000124,-0.00001040,-0.00000183,-0.00005755,
0.46150000,0.00000492,0.00000280,-0.00000449,-0.00001268,0.00000000,0.00000000,-0.00001282,-0.00001386,-0.00003323,-0.00001203,-0.00000992,0.00000441,-0.00000215,-0.00001391,-0.00000090,-0.00005473,
0.46200000,0.00000258,0.00000391,-0.00000296,-0.00001185,0.00000000,0.00000000,-0.00001239,-0.00001342,-0.00003313,-0.00001143,-0.00000916,0.00000566,-0.00000147,-0.00001681,-0.00000299,-0.00005375,
0.46250000,-0.00000101,0.00000446,-0.00000399,-0.00001044,0.00000000,0.00000000,-0.00001193,-0.00001377,-0.00003299,-0.00001003,-0.00000883,0.00000546,-0.00000007,-0.00001854,-0.00000448,-0.00005938,
0.46300000,-0.00000293,0.00000431,-0.00000630,-0.00000959,0.00000000,0.00000000,-0.00001169,-0.00001403,-0.00003335,-0.00000865,-0.00000938,0.00000181,0.00000084,-0.00001956,-0.00000457,-0.00006795,
0.46350000,-0.00000193,0.00000294,-0.00000693,-0.00000986,0.00000000,0.00000000,-0.00001183,-0.00001370,-0.00003381,-0.00000777,-0.00001090,-0.00000457,0.00000105,-0.00002004,-0.00000491,-0.00007484,
0.46400000,0.00000088,0.00000100,-0.00000722,-0.00001000,0.00000000,0.00000000,-0.00001177,-0.00001293,-0.00003331,-0.00000722,-0.00001261,-0.00000981,0.00000035,-0.00002018,-0.00000541,-0.00007430,
0.46450000,0.00000394,0.00000099,-0.00000945,-0.00000923,0.00000000,0.00000000,-0.00001125,-0.00001225,-0.00003181,-0.00000669,-0.00001368,-0.00001009,-0.00000153,-0.00001967,-0.00000543,-0.00005943,
0.46500000,0.00000489,0.00000259,-0.00001359,-0.00000812,0.00000000,0.00000000,-0.00001086,-0.00001166,-0.00003105,-0.00000606,-0.00001359,-0.00000657,-0.00000372,-0.00001878,-0.00000580,-0.00003042,
0.46550000,0.00000247,0.00000301,-0.00001725,-0.00000770,0.00000000,0.00000000,-0.00001090,-0.00001080,-0.00003132,-0.00000558,-0.00001261,-0.00000365,-0.00000464,-0.00001857,-0.00000744,0.00000110,
0.46600000,-0.00000025,0.00000239,-0.00001823,-0.00000820,0.00000000,0.00000000,-0.00001062,-0.00001024,-0.00002894,-0.00000538,-0.00001206,-0.00000229,-0.00000384,-0.00001892,-0.00000939,0.00001881,
0.46650000,0.00000079,0.00000242,-0.00001678,-0.00000874,0.00000000,0.00000000,-0.00001041,-0.00001049,-0.00002312,-0.00000529,-0.00001263,-0.00000180,-0.00000193,-0.00001894,-0.00001112,0.00001273,
0.46700000,0.00000583,0.00000311,-0.00001530,-0.00000859,0.00000000,0.00000000,-0.00001172,-0.00001101,-0.00001907,-0.00000502,-0.00001350,-0.00000276,0.00000023,-0.00001864,-0.00001329,-0.00001277,
0.46750000,0.00001166,0.00000406,-0.00001583,-0.00000843,0.00000000,0.00000000,-0.00001325,-0.00001113,-0.00001977,-0.00000447,-0.00001394,-0.00000407,0.00000163,-0.00001887,-0.00001474,-0.00003883,
0.46800000,0.00001473,0.00000469,-0.00001803,-0.00000911,0.00000000,0.00000000,-0.00001298,-0.00001071,-0.00002315,-0.00000387,-0.00001428,-0.00000383,0.00000183,-0.00002014,-0.00001443,-0.00004467,
0.46850000,0.00001401,0.00000435,-0.00001987,-0.00001009,0.00000000,0.00000000,-0.00001193,-0.00001005,-0.00002631,-0.00000376,-0.00001496,-0.00000252,0.00000141,-0.00002209,-0.00001423,-0.00002371,
0.46900000,0.00001154,0.00000429,-0.00002042,-0.00001051,0.00000000,0.00000000,-0.00001141,-0.00000982,-0.00002787,-0.00000447,-0.00001518,-0.00000207,0.00000087,-0.00002389,-0.00001552,0.00001316,
0.46950000,0.00000965,0.00000606,-0.00002093,-0.00001041,0.00000000,0.00000000,-0.00001152,-0.00001038,-0.00002770,-0.00000530,-0.00001389,-0.00000302,0.00000021,-0.00002514,-0.00001583,0.00004514,
0.47000000,0.00000823,0.00000828,-0.00002274,-0.00001036,0.00000000,0.00000000,-0.00001246,-0.00001113,-0.00002606,-0.00000495,-0.00001183,-0.00000392,-0.00000034,-0.00002608,-0.00001126,0.00005659,
0.47050000,0.00000656,0.00000909,-0.00002522,-0.00000984,0.00000000,0.00000000,-0.00001355,-0.00001121,-0.00002444,-0.00000381,-0.00001061,-0.00000451,-0.00000061,-0.00002694,-0.00000421,0.00005461,
0.47100000,0.00000506,0.00000859,-0.00002637,-0.00000799,0.00000000,0.00000000,-0.00001341,-0.00001055,-0.00002452,-0.00000353,-0.00001075,-0.00000619,-0.00000109,-0.00002754,-0.00000306,0.00005643,
0.47150000,0.00000369,0.00000743,-0.00002562,-0.00000602,0.00000000,0.00000000,-0.00001235,-0.00000992,-0.00002526,-0.00000371,-0.00001150,-0.00000816,-0.00000244,-0.00002786,-0.00001057,0.00005898,
0.47200000,0.00000206,0.00000619,-0.00002445,-0.00000533,0.00000000,0.00000000,-0.00001178,-0.00000973,-0.00002523,-0.00000354,-0.00001201,-0.00000840,-0.00000400,-0.00002747,-0.00001905,0.00004967,
0.47250000,0.00000059,0.00000551,-0.00002431,-0.00000512,0.00000000,0.00000000,-0.00001215,-0.00000950,-0.00002531,-0.00000391,-0.00001218,-0.00000712,-0.00000423,-0.00002566,-0.00001992,0.00003161,
0.47300000,-0.00000052,0.00000524,-0.00002432,-0.00000488,0.00000000,0.00000000,-0.00001336,-0.00000950,-0.00002699,-0.00000496,-0.00001281,-0.00000552,-0.00000288,-0.00002250,-0.00001495,0.00000905,
0.47350000,-0.00000138,0.00000497,-0.00002272,-0.00000521,0.00000000,0.00000000,-0.00001520,-0.00001059,-0.00003050,-0.00000607,-0.00001439,-0.00000374,-0.00000068,-0.00001797,-0.00001041,-0.00002466,
0.47400000,-0.00000068,0.00000513,-0.00002070,-0.00000599,0.00000000,0.00000000,-0.00001576,-0.00001187,-0.00003225,-0.00000741,-0.00001534,-0.00000189,0.00000108,-0.00001374,-0.00000840,-0.00005663,
0.47450000,0.00000206,0.00000578,-0.00002038,-0.00000659,0.00000000,0.00000000,-0.00001391,-0.00001222,-0.00002954,-0.00000872,-0.00001446,-0.00000050,0.00000107,-0.00001154,-0.00000926,-0.00006412,
0.47500000,0.00000468,0.00000602,-0.00002092,-0.00000674,0.00000000,0.00000000,-0.00001243,-0.00001260,-0.00002616,-0.00000968,-0.00001391,0.00000072,0.00000032,-0.00000875,-0.00001062,-0.00005964,
0.47550000,0.00000654,0.00000586,-0.00002089,-0.00000645,0.00000000,0.00000000,-0.00001325,-0.00001378,-0.00002434,-0.00001066,-0.00001484,0.00000168,0.00000037,-0.00000437,-0.00000931,-0.00005751,
0.47600000,0.00000837,0.00000573,-0.00002069,-0.00000628,0.00000000,0.00000000,-0.00001492,-0.00001457,-0.00002279,-0.00001151,-0.00001536,0.00000141,0.00000123,-0.00000088,-0.00000666,-0.00004356,
0.47650000,0.00000914,0.00000536,-0.00002086,-0.00000684,0.00000000,0.00000000,-0.00001634,-0.00001391,-0.00002287,-0.00001177,-0.00001445,0.00000004,0.00000278,0.00000136,-0.00000507,-0.00001518,
0.47700000,0.00000824,0.00000519,-0.00002109,-0.00000722,0.00000000,0.00000000,-0.00001751,-0.00001287,-0.00002491,-0.00001165,-0.00001334,-0.00000164,0.00000404,0.00000131,-0.00000525,0.00000624,
0.47750000,0.00000656,0.00000566,-0.00002088,-0.00000654,0.00000000,0.00000000,-0.00001789,-0.00001298,-0.00002613,-0.00001153,-0.00001312,-0.00000307,0.00000397,-0.00000353,-0.00000647,0.00000311,
0.47800000,0.00000422,0.00000570,-0.00001997,-0.00000607,0.00000000,0.00000000,-0.00001682,-0.00001400,-0.00002537,-0.00001134,-0.00001303,-0.00000379,0.00000383,-0.00001247,-0.00000673,-0.00002131,
0.47850000,0.00000061,0.00000479,-0.00001876,-0.00000659,0.00000000,0.00000000,-0.00001540,-0.00001427,-0.00002408,-0.00001100,-0.00001226,-0.00000397,0.00000447,-0.00002138,-0.00000602,-0.00004457,
0.47900000,-0.00000376,0.00000411,-0.00001800,-0.00000721,0.00000000,0.00000000,-0.00001527,-0.00001313,-0.00002382,-0.00001070,-0.00001136,-0.00000395,0.00000497,-0.00002598,-0.00000660,-0.00004617,
0.47950000,-0.00000691,0.00000445,-0.00001783,-0.00000748,0.00000000,0.00000000,-0.00001591,-0.00001204,-0.00002480,-0.00001083,-0.00001119,-0.00000340,0.00000510,-0.00002558,-0.00000871,-0.00003166,
0.48000000,-0.00000677,0.00000517,-0.00001794,-0.00000741,0.00000000,0.00000000,-0.00001641,-0.00001224,-0.00002619,-0.00001152,-0.00001126,-0.00000255,0.00000474,-0.00002357,-0.00001059,-0.00001981,
0.48050000,-0.00000326,0.00000529,-0.00001828,-0.00000699,0.00000000,0.00000000,-0.00001741,-0.00001297,-0.00002718,-0.00001261,-0.00001038,-0.00000268,0.00000300,-0.00002358,-0.00001115,-0.00002124,
0.48100000,0.00000081,0.00000517,-0.00001893,-0.00000701,0.00000000,0.00000000,-0.00001915,-0.00001329,-0.00002740,-0.00001397,-0.00000894,-0.00000402,0.00000025,-0.00002567,-0.00001030,-0.00004073,
0.48150000,0.00000270,0.00000535,-0.00001954,-0.00000827,0.00000000,0.00000000,-0.00002076,-0.00001349,-0.00002722,-0.00001491,-0.00000826,-0.00000499,-0.00000138,-0.00002748,-0.00000911,-0.00006451,
0.48200000,0.00000284,0.00000522,-0.00001967,-0.00001022,0.00000000,0.00000000,-0.00002148,-0.00001437,-0.00002742,-0.00001431,-0.00000849,-0.00000410,-0.00000044,-0.00002725,-0.00000921,-0.00006015,
0.48250000,0.00000269,0.00000468,-0.00001988,-0.00001138,0.00000000,0.00000000,-0.00002127,-0.00001567,-0.00002774,-0.00001256,-0.00000929,-0.00000252,0.00000106,-0.00002477,-0.00001075,-0.00002271,
0.48300000,0.00000231,0.00000467,-0.00002075,-0.00001100,0.00000000,0.00000000,-0.00002080,-0.00001624,-0.00002747,-0.00001150,-0.00001014,-0.00000232,0.00000098,-0.00002124,-0.00001253,0.00000939,
0.48350000,0.00000111,0.00000554,-0.00002148,-0.00001000,0.00000000,0.00000000,-0.00002072,-0.00001596,-0.00002709,-0.00001213,-0.00000999,-0.00000271,0.00000160,-0.00001807,-0.00001418,-0.00000179,
0.48400000,-0.00000113,0.00000684,-0.00002217,-0.00000953,0.00000000,0.00000000,-0.00002053,-0.00001568,-0.00002731,-0.00001386,-0.00000841,-0.00000180,0.00000419,-0.00001596,-0.00001619,-0.00004749,
0.48450000,-0.00000374,0.00000767,-0.00002395,-0.00000933,0.00000000,0.00000000,-0.00001923,-0.00001609,-0.00002808,-0.00001546,-0.00000646,-0.00000003,0.00000574,-0.00001508,-0.00001868,-0.00008281,
0.48500000,-0.00000535,0.00000703,-0.00002579,-0.00000857,0.00000000,0.00000000,-0.00001722,-0.00001742,-0.00002943,-0.00001599,-0.00000569,0.00000059,0.00000488,-0.00001518,-0.00002108,-0.00008282,
0.48550000,-0.00000546,0.00000512,-0.00002586,-0.00000756,0.00000000,0.00000000,-0.00001639,-0.00001880,-0.00003129,-0.00001527,-0.00000636,-0.00000036,0.00000244,-0.00001537,-0.00002226,-0.00005816,
0.48600000,-0.00000503,0.00000350,-0.00002454,-0.00000746,0.00000000,0.00000000,-0.00001782,-0.00001894,-0.00003300,-0.00001389,-0.00000719,-0.00000108,-0.00000105,-0.00001491,-0.00002167,-0.00003036,
0.48650000,-0.00000456,0.00000293,-0.00002354,-0.00000838,0.00000000,0.00000000,-0.00001967,-0.00001787,-0.00003360,-0.00001336,-0.00000709,-0.00000087,-0.00000429,-0.00001391,-0.00001925,-0.00001815,
0.48700000,-0.00000323,0.00000289,-0.00002324,-0.00000944,0.00000000,0.00000000,-0.00001965,-0.00001625,-0.00003260,-0.00001436,-0.00000604,-0.00000065,-0.00000556,-0.00001296,-0.00001402,-0.00002281,
0.48750000,-0.00000077,0.00000306,-0.00002209,-0.00000959,0.00000000,0.00000000,-0.00001847,-0.00001471,-0.00003101,-0.00001436,-0.00000517,-0.00000077,-0.00000342,-0.00001349,-0.00000751,-0.00001941,
0.48800000,0.00000175,0.00000342,-0.00002010,-0.00000824,0.00000000,0.00000000,-0.00001759,-0.00001372,-0.00002986,-0.00001206,-0.00000556,-0.00000075,0.00000091,-0.00001633,-0.00000464,0.00001018,
0.48850000,0.00000368,0.00000364,-0.00001944,-0.00000646,0.00000000,0.00000000,-0.00001674,-0.00001274,-0.00002856,-0.00001032,-0.00000655,-0.00000040,0.00000224,-0.00001954,-0.00000626,0.00004857,
0.48900000,0.00000514,0.00000323,-0.00001984,-0.00000526,0.00000000,0.00000000,-0.00001518,-0.00001182,-0.00002683,-0.00001052,-0.00000733,-0.00000102,-0.00000178,-0.00002115,-0.00000907,0.00006964,
0.48950000,0.00000563,0.00000238,-0.00001931,-0.00000442,0.00000000,0.00000000,-0.00001317,-0.00001156,-0.00002566,-0.00001097,-0.00000801,-0.00000388,-0.00000710,-0.00002139,-0.00001114,0.00006523,
0.49000000,0.00000441,0.00000176,-0.00001797,-0.00000405,0.00000000,0.00000000,-0.00001203,-0.00001111,-0.00002556,-0.00001095,-0.00000838,-0.00000652,-0.00000951,-0.00002079,-0.00001208,0.00004050,
0.49050000,0.00000240,0.00000121,-0.00001769,-0.00000454,0.00000000,0.00000000,-0.00001254,-0.00001013,-0.00002602,-0.00001086,-0.00000802,-0.00000293,-0.00000913,-0.00001942,-0.00001344,0.00000758,
0.49100000,0.00000151,0.00000034,-0.00001915,-0.00000516,0.00000000,0.00000000,-0.00001376,-0.00000947,-0.00002628,-0.00001043,-0.00000749,0.00000642,-0.00000921,-0.00001775,-0.00001611,-0.00002096,
0.49150000,0.00000266,-0.00000011,-0.00002052,-0.00000446,0.00000000,0.00000000,-0.00001403,-0.00000922,-0.00002614,-0.00000899,-0.00000795,0.00001093,-0.00001237,-0.00001685,-0.00001668,-0.00003922,
0.49200000,0.00000519,0.00000066,-0.00002030,-0.00000281,0.00000000,0.00000000,-0.00001306,-0.00000912,-0.00002611,-0.00000728,-0.00000935,0.00000648,-0.00001696,-0.00001814,-0.00001288,-0.00003990,
0.49250000,0.00000768,0.00000254,-0.00001944,-0.00000212,0.00000000,0.00000000,-0.00001215,-0.00000954,-0.00002657,-0.00000696,-0.00001023,0.00000061,-0.00001774,-0.00002141,-0.00000839,-0.00002050,
0.49300000,0.00000920,0.00000493,-0.00001967,-0.00000304,0.00000000,0.00000000,-0.00001224,-0.00001099,-0.00002721,-0.00000799,-0.00000971,-0.00000169,-0.00001173,-0.00002347,-0.00000820,-0.00000210,
0.49350000,0.00000946,0.00000693,-0.00002108,-0.00000440,0.00000000,0.00000000,-0.00001339,-0.00001269,-0.00002822,-0.00000897,-0.00000890,-0.00000147,-0.00000235,-0.00002246,-0.00001161,-0.00000619,
0.49400000,0.00000831,0.00000757,-0.00002221,-0.00000479,0.00000000,0.00000000,-0.00001499,-0.00001297,-0.00003039,-0.00000906,-0.00000931,-0.00000067,0.00000544,-0.00002042,-0.00001251,-0.00002485,
0.49450000,0.00000582,0.00000655,-0.00002263,-0.00000408,0.00000000,0.00000000,-0.00001610,-0.00001177,-0.00003322,-0.00000841,-0.00001010,-0.00000059,0.00001278,-0.00001926,-0.00000742,-0.00003446,
0.49500000,0.00000344,0.00000504,-0.00002261,-0.00000329,0.00000000,0.00000000,-0.00001610,-0.00001067,-0.00003476,-0.00000766,-0.00000974,-0.00000216,0.00002202,-0.00001910,0.00000009,-0.00002805,
0.49550000,0.00000327,0.00000479,-0.00002177,-0.00000322,0.00000000,0.00000000,-0.00001534,-0.00001061,-0.00003382,-0.00000729,-0.00000916,-0.00000623,0.00003018,-0.00001944,0.00000335,-0.00002399,
0.49600000,0.00000503,0.00000568,-0.00002060,-0.00000345,0.00000000,0.00000000,-0.00001449,-0.00001110,-0.00003164,-0.00000728,-0.00001042,-0.00001162,0.00003465,-0.00001916,-0.00000018,-0.00003654,
0.49650000,0.00000649,0.00000610,-0.00001999,-0.00000319,0.00000000,0.00000000,-0.00001382,-0.00001120,-0.00003018,-0.00000762,-0.00001276,-0.00001536,0.00003423,-0.00001791,-0.00000651,-0.00005668,
0.49700000,0.00000681,0.00000559,-0.00001923,-0.00000250,0.00000000,0.00000000,-0.00001315,-0.00001081,-0.00002933,-0.00000862,-0.00001195,-0.00001652,0.00002516,-0.00001700,-0.00001027,-0.00006748,
0.49750000,0.00000633,0.00000495,-0.00001793,-0.00000177,0.00000000,0.00000000,-0.00001258,-0.00001063,-0.00002821,-0.00001000,-0.00000692,-0.00001744,0.00000811,-0.00001661,-0.00001087,-0.00006314,
0.49800000,0.00000554,0.00000498,-0.00001757,-0.00000132,0.00000000,0.00000000,-0.00001232,-0.00001120,-0.00002712,-0.00001082,-0.00000145,-0.00001996,-0.00001026,-0.00001554,-0.00001167,-0.00004504,
0.49850000,0.00000537,0.00000584,-0.00001926,-0.00000198,0.00000000,0.00000000,-0.00001188,-0.00001234,-0.00002629,-0.00001101,0.00000251,-0.00002164,-0.00002601,-0.00001445,-0.00001424,-0.00000820,
0.49900000,0.00000558,0.00000677,-0.00002175,-0.00000385,0.00000000,0.00000000,-0.00001126,-0.00001306,-0.00002564,-0.00001156,0.00000343,-0.00001997,-0.00003421,-0.00001405,-0.00001735,0.00004032,
0.49950000,0.00000464,0.00000686,-0.00002283,-0.00000560,0.00000000,0.00000000,-0.00001158,-0.00001250,-0.00002534,-0.00001303,-0.00000113,-0.00001682,-0.00002916,-0.00001316,-0.00001975,0.00007423,
0.50000000,0.00000246,0.00000595,-0.00002207,-0.00000649,0.00000000,0.00000000,-0.00001272,-0.00001124,-0.00002529,-0.00001446,-0.00001151,-0.00001130,-0.00001650,-0.00001142,-0.00002092,0.00006879,
0.50050000,0.00000007,0.00000406,-0.00002063,-0.00000717,0.00000000,0.00000000,-0.00001353,-0.00001026,-0.00002535,-0.00001438,-0.00003099,0.00000611,-0.00000551,-0.00000892,-0.00002125,0.00001423,
0.50100000,-0.00000078,0.00000191,-0.00002015,-0.00000795,0.00000000,0.00000000,-0.00001339,-0.00001009,-0.00002618,-0.00001230,-0.00005591,0.00003819,-0.00000133,-0.00000577,-0.00002105,-0.00004632,
0.50150000,0.00000092,0.00000130,-0.00002119,-0.00000845,0.00000000,0.00000000,-0.00001271,-0.00001075,-0.00002794,-0.00000947,-0.00006886,0.00006992,-0.00000569,-0.00000407,-0.00001930,-0.00005168,
0.50200000,0.00000289,0.00000224,-0.00002193,-0.00000847,0.00000000,0.00000000,-0.00001265,-0.00001154,-0.00002950,-0.00000814,-0.00006703,0.00008505,-0.00001011,-0.00000548,-0.00001598,-0.00001654,
0.50250000,0.00000349,0.00000289,-0.00002158,-0.00000773,0.00000000,0.00000000,-0.00001307,-0.00001233,-0.00003029,-0.00000874,-0.00006776,0.00007612,-0.00000810,-0.00000927,-0.00001373,0.00001555,
0.50300000,0.00000392,0.00000268,-0.00002156,-0.00000590,0.00000000,0.00000000,-0.00001265,-0.00001293,-0.00003112,-0.00000917,-0.00008418,0.00004693,-0.00000395,-0.00001260,-0.00001389,0.00003664,
0.50350000,0.00000429,0.00000238,-0.00002225,-0.00000352,0.00000000,0.00000000,-0.00001160,-0.00001200,-0.00003257,-0.00000783,-0.00011985,0.00001122,0.00000049,-0.00001213,-0.00001404,0.00004110,
0.50400000,0.00000362,0.00000248,-0.00002262,-0.00000185,0.00000000,0.00000000,-0.00001141,-0.00001019,-0.00003343,-0.00000620,-0.00016583,-0.00002599,0.00000513,-0.00000910,-0.00001186,0.00002671,
0.50450000,0.00000189,0.00000323,-0.00002224,-0.00000177,0.00000000,0.00000000,-0.00001223,-0.00000998,-0.00003243,-0.00000624,-0.00019207,-0.00005695,0.00000652,-0.00000809,-0.00000840,0.00000608,
